,id,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,review_scores_rating,number_of_reviews
2606,19788066,280675,1,Speer,39.72026152069736,-104.98256060017012,Entire home/apt,4,1.0,1,1.0,79.0,30.0,97.0,82
2615,19828479,96624806,1,Berkeley,39.78051570042471,-105.05249243565801,Entire home/apt,3,1.0,1,1.0,65.0,60.0,99.0,54
2620,19848263,45200960,1,Platt Park,39.68284085064129,-104.98262151329304,Entire home/apt,4,1.0,1,2.0,85.0,60.0,99.0,37
2621,19859637,24157036,0,CBD,39.745761054908535,-104.99617835140016,Entire home/apt,2,1.0,1,1.0,182.0,250.0,,0
2622,19860064,24157036,0,Union Station,39.75388097691218,-104.99883926777949,Entire home/apt,2,1.0,1,1.0,195.0,0.0,,0
2623,19860199,24157036,0,CBD,39.74458133713261,-104.99585092241676,Entire home/apt,2,1.0,1,1.0,236.0,0.0,,0
2627,19873257,61513876,1,Cole,39.76732043833907,-104.96621529474268,Entire home/apt,3,1.0,1,1.0,50.0,40.0,98.0,108
2631,19889705,4234151,0,Washington Park West,39.703622112775605,-104.97809813886258,Entire home/apt,10,4.5,3,6.0,250.0,150.0,100.0,7
2632,19892817,63770519,1,Cheesman Park,39.732108981855184,-104.97199757288229,Entire home/apt,8,2.5,4,6.0,250.0,150.0,99.0,34
2646,19965849,141560792,0,Baker,39.72078313277311,-104.99318404460807,Entire home/apt,4,1.0,1,2.0,95.0,80.0,94.0,55
2647,19967437,34955862,0,Sloan Lake,39.749313670491965,-105.02774382779891,Entire home/apt,8,2.0,3,3.0,180.0,165.0,98.0,13
2651,19983083,60821136,1,Five Points,39.75580878583719,-104.98460744369535,Private room,2,1.5,1,1.0,110.0,90.0,98.0,41
2656,19993429,140584681,0,CBD,39.74606120035219,-104.99585292940031,Entire home/apt,4,1.5,2,3.0,101.0,75.0,100.0,1
2664,20033468,40155472,1,Highland,39.763595359171966,-105.01867185492523,Entire home/apt,5,1.0,1,2.0,87.0,32.0,97.0,69
2671,20056001,29065938,0,Cheesman Park,39.739341316788185,-104.964071548332,Entire home/apt,4,1.0,1,2.0,135.0,100.0,90.0,12
2672,20056008,9535191,1,Harvey Park,39.6744416442213,-105.03330904674057,Entire home/apt,6,1.0,2,3.0,199.0,50.0,98.0,73
2674,20057107,269892,1,Baker,39.717638432851615,-104.99552307153236,Entire home/apt,6,2.0,2,3.0,150.0,125.0,100.0,5
2678,20073547,4705926,1,Union Station,39.753917090526095,-105.0074287303814,Entire home/apt,8,3.0,3,4.0,318.0,150.0,99.0,54
2680,20091302,2533748,0,Union Station,39.75756932620293,-105.00345613224,Entire home/apt,2,1.0,1,1.0,100.0,0.0,100.0,1
2681,20093645,1804382,1,Highland,39.76500470472618,-105.00934656582449,Entire home/apt,6,1.5,3,4.0,249.0,150.0,98.0,33
2685,20130134,139737649,1,Washington Park West,39.706744124940464,-104.9866769388578,Private room,2,1.0,1,1.0,99.0,0.0,100.0,17
2687,20153093,107572324,1,Sloan Lake,39.757477804193385,-105.03570794480859,Entire home/apt,5,1.5,2,3.0,200.0,50.0,100.0,29
2693,20156713,5089337,1,West Colfax,39.73626971005847,-105.04203933998764,Entire home/apt,11,2.0,4,5.0,449.0,100.0,98.0,16
2698,20183056,34955862,0,Five Points,39.75375123184581,-104.97491129213242,Entire home/apt,6,1.5,3,3.0,175.0,190.0,96.0,23
2699,20185767,2790624,1,CBD,39.744781230588174,-104.99259356672223,Private room,3,1.0,1,1.0,199.0,125.0,100.0,9
2706,20211196,3654831,1,Speer,39.711456521041995,-104.98339256388617,Entire home/apt,2,1.0,1,2.0,80.0,25.0,99.0,40
2710,20212632,44100253,1,Cheesman Park,39.73259670499977,-104.97191579008958,Entire home/apt,4,2.5,2,2.0,285.0,150.0,100.0,4
2717,20234748,94413859,0,Mar Lee,39.68615375844126,-105.02692763100464,Private room,2,1.0,1,2.0,49.0,35.0,60.0,2
2719,20248046,11293995,1,Berkeley,39.77032144568151,-105.03719163812158,Entire home/apt,3,1.0,0,2.0,99.0,65.0,99.0,60
2729,20279733,73253492,1,Regis,39.7876686665848,-105.04426339852688,Entire home/apt,4,1.0,1,1.0,90.0,55.0,96.0,21
2732,20283203,62275890,0,City Park West,39.749246178208296,-104.96282083214828,Entire home/apt,11,2.0,4,7.0,162.0,200.0,95.0,34
2734,20292902,24637894,0,DIA,39.80114381175649,-104.76756232184543,Private room,2,1.0,1,1.0,28.0,0.0,99.0,95
2735,20300501,44028942,1,Cheesman Park,39.736789372292854,-104.97179834711407,Entire home/apt,6,2.0,3,3.0,299.0,150.0,99.0,21
2737,20304424,76197809,1,Washington Park,39.692142242426335,-104.96328895192885,Private room,2,1.0,1,1.0,44.0,45.0,99.0,23
2756,20407996,126599981,0,Hampden South,39.65037345716353,-104.89441063565094,Entire home/apt,12,2.5,5,7.0,189.0,175.0,98.0,12
2759,20419783,4431217,0,Overland,39.67136584040608,-104.9883857019447,Entire home/apt,5,1.0,2,5.0,125.0,85.0,95.0,31
2761,20421638,24157036,0,CBD,39.74653333485353,-104.995949852028,Entire home/apt,2,1.0,1,1.0,148.0,250.0,90.0,2
2766,20426353,33750892,1,Country Club,39.72154899997637,-104.97196384011929,Entire home/apt,16,5.5,6,16.0,1095.0,495.0,99.0,19
2770,20451605,559867,0,CBD,39.74713824036087,-104.99740714935095,Entire home/apt,4,2.0,2,2.0,225.0,125.0,100.0,2
2771,20452014,49424751,0,West Colfax,39.74521542577082,-105.02690768896277,Entire home/apt,5,2.5,2,2.0,120.0,20.0,100.0,1
2772,20454251,24157036,0,CBD,39.743765930500075,-104.99476660063293,Entire home/apt,2,1.0,1,1.0,222.0,0.0,,0
2779,20475481,146173181,0,Stapleton,39.75715026280769,-104.8939014490069,Private room,2,1.0,1,1.0,60.0,0.0,92.0,116
2783,20495809,146147798,0,Whittier,39.75824778651392,-104.96829222119244,Private room,2,1.0,1,1.0,70.0,0.0,96.0,10
2791,20502757,3042995,1,Gateway - Green Valley Ranch,39.795726798461494,-104.74105146110786,Private room,2,1.0,1,1.0,45.0,12.0,97.0,14
2795,20518557,2903727,0,West Highland,39.7635833505493,-105.04677706882151,Entire home/apt,6,2.0,3,3.0,215.0,50.0,98.0,10
2799,20534782,34955862,0,Highland,39.76715539328389,-105.00427531645592,Entire home/apt,6,1.0,2,2.0,167.0,150.0,95.0,16
2809,20555909,94413859,0,Mar Lee,39.68538714530821,-105.02704960026449,Private room,2,1.0,1,2.0,55.0,39.0,88.0,5
2814,20572995,53731889,1,Globeville,39.77715839985212,-104.98691348173931,Entire home/apt,4,1.0,2,2.0,130.0,50.0,,13
2817,20583901,24157036,0,CBD,39.74405384092812,-104.9962826530892,Entire home/apt,2,1.0,1,1.0,236.0,0.0,,0
2822,20588450,3042995,1,Gateway - Green Valley Ranch,39.793079304416615,-104.74186325253496,Private room,1,1.0,1,1.0,33.0,12.0,,0
2828,20601544,9268062,0,Baker,39.712227795448925,-104.99055874217274,Entire home/apt,12,2.0,3,7.0,250.0,250.0,100.0,5
2832,20617423,147366112,0,Whittier,39.76067638394344,-104.96047067787441,Entire home/apt,3,1.0,1,1.0,75.0,20.0,97.0,134
2837,20635427,73954530,1,Speer,39.722689462661336,-104.97970731877615,Entire home/apt,5,1.0,1,2.0,96.0,35.0,98.0,63
2842,20654975,740330,0,CBD,39.74673284774489,-104.99299329711918,Entire home/apt,3,1.0,1,2.0,130.0,69.0,92.0,55
2852,20690944,6980429,1,Capitol Hill,39.72867412578168,-104.9824527604776,Entire home/apt,2,1.0,1,2.0,90.0,75.0,100.0,47
2854,20692793,714333,1,Hale,39.73224971692382,-104.92512500450857,Entire home/apt,2,0.5,0,1.0,39.0,35.0,97.0,50
2855,20695171,121718072,0,Highland,39.76696202029873,-105.02254899782015,Entire home/apt,4,1.0,0,2.0,165.0,110.0,,0
2856,20695173,121718072,0,Overland,39.67733102477021,-104.98978924504507,Entire home/apt,8,2.0,4,5.0,295.0,184.0,,0
2858,20695902,17205399,1,Sunnyside,39.77650345905676,-105.00051704944502,Private room,2,1.0,1,1.0,45.0,20.0,97.0,20
2859,20696710,51740319,1,Sloan Lake,39.74833978595304,-105.03149573975551,Entire home/apt,4,1.0,1,2.0,105.0,35.0,100.0,20
2863,20706076,49025924,1,Clayton,39.771674759113566,-104.94325732298394,Entire home/apt,10,2.0,5,5.0,169.0,125.0,97.0,30
2868,20711764,121718072,0,Platt Park,39.69123828834048,-104.98347090092815,Entire home/apt,7,2.0,4,4.0,385.0,173.0,,0
2869,20712499,5225646,1,Virginia Village,39.68489619228721,-104.93482349338363,Private room,4,1.0,2,2.0,40.0,0.0,97.0,40
2870,20715678,5225646,1,Virginia Village,39.68501838841679,-104.9359665428696,Entire home/apt,6,2.0,4,4.0,150.0,80.0,93.0,11
2872,20730464,2296689,1,Gateway - Green Valley Ranch,39.778435292774354,-104.76947833567543,Private room,3,1.0,1,2.0,65.0,15.0,99.0,27
2879,20758368,3042995,1,Gateway - Green Valley Ranch,39.79151257680662,-104.74249309794577,Private room,1,1.0,1,1.0,33.0,12.0,100.0,5
2881,20759470,16085129,0,Capitol Hill,39.73594804997329,-104.97638927367292,Entire home/apt,2,1.0,1,1.0,68.0,100.0,97.0,6
2885,20770301,55691638,0,Five Points,39.7500993945912,-104.9843772812053,Private room,3,1.0,1,2.0,55.0,55.0,80.0,4
2886,20771832,3042995,1,Gateway - Green Valley Ranch,39.79336169719612,-104.74118042159792,Private room,1,1.0,1,1.0,33.0,12.0,100.0,6
2889,20773156,559867,0,CBD,39.74694210226521,-104.99646864979236,Private room,2,1.0,1,1.0,120.0,125.0,100.0,1
2890,20773269,559867,0,CBD,39.74704269265028,-104.9973010700142,Private room,2,1.0,1,1.0,110.0,20.0,,0
2891,20775130,148859821,1,Five Points,39.759095434322944,-104.987640681032,Entire home/apt,4,1.0,1,1.0,135.0,75.0,97.0,52
2892,20786306,3042995,1,Gateway - Green Valley Ranch,39.79164557085917,-104.74200694951885,Private room,2,1.0,1,1.0,45.0,12.0,100.0,6
2893,20786316,21907445,1,Skyland,39.760689865620115,-104.95858237211048,Entire home/apt,9,2.0,3,4.0,180.0,100.0,99.0,19
2898,20801760,1151473,0,Five Points,39.753376497365814,-104.98454110863466,Entire home/apt,2,1.5,1,1.0,295.0,40.0,100.0,7
2912,20832486,121718072,0,City Park West,39.74528809617476,-104.96019830169192,Entire home/apt,2,2.0,1,1.0,180.0,115.0,,0
2913,20832904,149452704,1,Lincoln Park,39.731136374320435,-105.0033259168872,Private room,2,1.0,1,1.0,108.0,65.0,99.0,53
2914,20834003,149133699,0,Clayton,39.766043235080545,-104.95479269383469,Entire home/apt,4,1.0,2,2.0,140.0,85.0,98.0,27
2915,20834329,149463589,1,Jefferson Park,39.752838860537615,-105.02296491897027,Entire home/apt,5,1.0,2,3.0,132.0,65.0,97.0,35
2916,20834884,18093,1,Five Points,39.763559520789144,-104.97877133211678,Entire home/apt,2,1.0,1,1.0,73.0,0.0,98.0,78
2918,20841638,34955862,0,Union Station,39.750012361655024,-104.99678291592319,Entire home/apt,6,1.0,2,3.0,241.0,155.0,94.0,33
2924,20850527,114353388,0,Five Points,39.75638000611792,-104.99048487745804,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2925,20850529,114353388,0,Five Points,39.75669111554822,-104.99126561655531,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2933,20886026,105865103,1,Clayton,39.76416440326085,-104.95380570049936,Entire home/apt,4,1.0,2,2.0,120.0,0.0,97.0,13
2936,20901607,103104686,0,Overland,39.679105771578726,-104.989709868317,Entire home/apt,8,2.0,4,5.0,236.0,187.0,,0
2937,20902228,76759248,0,Highland,39.76193092572819,-105.01055334304476,Entire home/apt,4,2.0,2,2.0,150.0,150.0,100.0,3
2938,20902989,149452704,1,Lincoln Park,39.73311050151657,-105.00127538776584,Private room,2,1.0,1,1.0,118.0,65.0,99.0,42
2943,20915515,103104686,0,Platt Park,39.69017292937004,-104.9851422546975,Entire home/apt,7,2.0,4,4.0,287.0,187.0,100.0,1
2944,20915848,103104686,0,Highland,39.767011707042435,-105.02332572101623,Entire home/apt,4,1.0,0,2.0,115.0,136.0,100.0,1
2948,20920175,147366112,0,Whittier,39.759050209902256,-104.96044496913662,Entire home/apt,2,1.0,1,1.0,48.0,20.0,99.0,109
2954,20932437,24157036,0,Lowry Field,39.72071255164879,-104.89500996069506,Entire home/apt,2,1.0,1,1.0,146.0,0.0,,0
2957,20933983,25005399,1,Five Points,39.76011846488175,-104.98187699889921,Entire home/apt,14,3.5,4,7.0,231.0,125.0,100.0,27
2958,20935497,2567124,1,Sunnyside,39.77933135276263,-105.02326658844216,Entire home/apt,4,1.0,1,2.0,100.0,20.0,100.0,7
2961,20944511,33618699,1,Goldsmith,39.67486412821646,-104.90720432947107,Entire home/apt,4,1.0,2,2.0,79.0,75.0,99.0,23
2973,20995111,151134242,1,Highland,39.76074634819215,-105.01077132527229,Entire home/apt,8,2.5,3,4.0,169.0,205.0,97.0,41
2981,21013251,109171314,0,Barnum,39.72128742286985,-105.0267521783392,Entire home/apt,5,1.0,2,3.0,77.0,59.0,91.0,9
2982,21013413,10279860,0,City Park West,39.74157720022996,-104.96186311102522,Entire home/apt,2,1.0,1,1.0,89.0,60.0,91.0,44
2987,21025584,135691550,1,Highland,39.763098729359406,-105.01089332066722,Entire home/apt,6,3.0,3,6.0,500.0,225.0,100.0,45
2989,21027294,15444933,1,West Colfax,39.73710962121624,-105.04115551472441,Entire home/apt,14,4.5,5,8.0,219.0,299.0,98.0,35
2992,21028558,151451820,1,University Park,39.674702522008154,-104.94127298074288,Entire home/apt,12,3.5,4,8.0,190.0,125.0,98.0,48
2996,21040136,12333471,1,Capitol Hill,39.736567273583056,-104.97978499314377,Entire home/apt,4,1.5,2,2.0,250.0,100.0,100.0,1
3000,21042587,67734097,1,Baker,39.72037755659937,-104.99457316905493,Entire home/apt,8,2.0,3,4.0,180.0,95.0,99.0,73
3006,21066373,25129743,1,Capitol Hill,39.73751426069415,-104.9768256239784,Entire home/apt,9,1.5,3,5.0,175.0,175.0,97.0,47
3012,21078238,151926715,0,Washington Park West,39.707584584818576,-104.98745336854786,Entire home/apt,2,1.0,1,1.0,99.0,69.0,93.0,31
3016,21088376,152029534,0,Highland,39.764532126717576,-105.01095107514057,Entire home/apt,8,2.5,3,3.0,249.0,155.0,100.0,10
3018,21092279,116582320,0,West Highland,39.76370914369266,-105.03407819789341,Entire home/apt,5,1.0,2,3.0,199.0,75.0,89.0,20
3022,21097394,77149120,1,Whittier,39.75281496148866,-104.96311840971563,Entire home/apt,7,1.0,2,4.0,249.0,65.0,100.0,12
3023,21107436,10279860,0,City Park West,39.741432117445065,-104.9606988407886,Entire home/apt,5,1.0,1,3.0,119.0,60.0,97.0,77
3025,21110108,152232731,1,Speer,39.713027267750114,-104.98267675442621,Entire home/apt,2,1.0,1,2.0,119.0,90.0,98.0,9
3030,21124528,151512284,1,Cheesman Park,39.739229382810066,-104.9606867305154,Entire home/apt,4,1.0,1,1.0,63.0,35.0,100.0,16
3038,21138541,121718072,0,South Park Hill,39.74881389144148,-104.91574308024187,Entire home/apt,2,1.0,1,1.0,125.0,75.0,,0
3040,21139957,98259634,1,CBD,39.74099039979863,-104.99492587513932,Entire home/apt,16,2.5,3,8.0,625.0,300.0,95.0,31
3041,21140507,3666717,0,Hampden South,39.63672486634018,-104.89947154119764,Entire home/apt,4,1.0,1,2.0,100.0,95.0,100.0,4
3043,21141369,26120278,1,West Highland,39.758863579716966,-105.02538766467885,Entire home/apt,4,1.0,1,2.0,120.0,45.0,99.0,31
3050,21165225,150797741,0,Gateway - Green Valley Ranch,39.7840334130798,-104.7485013353309,Entire home/apt,6,1.0,3,3.0,109.0,50.0,95.0,22
3052,21173565,44008619,1,Stapleton,39.79185642765112,-104.88060832891945,Entire home/apt,2,1.0,1,1.0,105.0,30.0,99.0,42
3058,21177882,38038832,0,Baker,39.72500350710207,-104.99269095404577,Entire home/apt,4,1.0,2,2.0,100.0,75.0,98.0,18
3062,21185052,15722515,0,Washington Park West,39.70787168030189,-104.98071799682958,Entire home/apt,6,2.0,3,3.0,175.0,50.0,93.0,3
3065,21190064,11124324,0,Northeast Park Hill,39.765539794329456,-104.93305840964035,Private room,2,2.0,1,1.0,34.0,15.0,96.0,82
3069,21199916,10437339,0,West Highland,39.763027578989906,-105.03041575130754,Entire home/apt,2,1.0,1,1.0,90.0,90.0,99.0,15
3075,21224885,30553212,1,Sunnyside,39.782077200366004,-105.00867791375609,Entire home/apt,12,2.0,3,6.0,184.0,125.0,93.0,24
3078,21230102,153419786,0,University,39.66607426237671,-104.97251285507215,Entire home/apt,4,2.0,3,3.0,85.0,200.0,,0
3084,21241720,36392502,1,Chaffee Park,39.78585432698527,-105.00940950582351,Entire home/apt,8,1.0,3,4.0,102.0,90.0,97.0,69
3091,21255928,18411531,1,Stapleton,39.76835677579275,-104.89231084477717,Entire home/apt,6,2.5,3,2.0,175.0,125.0,97.0,18
3092,21263561,14572351,0,City Park,39.74365820935221,-104.94498882601332,Entire home/apt,2,1.0,1,1.0,130.0,25.0,100.0,1
3095,21273724,3042995,1,Gateway - Green Valley Ranch,39.79343337120314,-104.743240180709,Private room,1,1.0,1,1.0,33.0,12.0,93.0,8
3100,21281617,10917089,1,Cherry Creek,39.71309018363432,-104.9410153068748,Entire home/apt,2,1.0,1,1.0,69.0,150.0,100.0,3
3101,21292890,36006772,1,Berkeley,39.7816266793762,-105.04323689900828,Entire home/apt,6,1.0,0,1.0,129.0,40.0,99.0,46
3102,21297522,22807081,1,Whittier,39.75182506539901,-104.9618183081036,Entire home/apt,9,2.0,3,5.0,155.0,150.0,99.0,57
3103,21305267,740330,0,CBD,39.75062256952931,-104.99147072816963,Entire home/apt,2,1.0,1,1.0,75.0,69.0,88.0,40
3104,21307722,8010731,1,Highland,39.76512125740029,-105.02110075706725,Entire home/apt,6,2.0,3,3.0,150.0,125.0,99.0,26
3106,21309871,103104686,0,City Park West,39.74695561213933,-104.96107851378555,Entire home/apt,3,1.0,1,2.0,138.0,164.0,,0
3115,21340898,103104686,0,South Park Hill,39.7474088273512,-104.91571154777591,Entire home/apt,2,1.0,1,1.0,98.0,124.0,,0
3118,21355645,146173181,0,Stapleton,39.75852139653619,-104.8953649802758,Private room,2,1.0,1,1.0,31.0,0.0,89.0,73
3120,21368746,100700623,0,Five Points,39.75259015995428,-104.982119814276,Entire home/apt,5,1.0,0,3.0,80.0,40.0,90.0,67
3126,21380975,10039778,1,Sunnyside,39.77507575935725,-105.00694683488513,Entire home/apt,8,2.5,2,3.0,225.0,170.0,98.0,32
3136,21422875,69420599,0,Skyland,39.75639529356005,-104.95478735473623,Private room,6,1.0,1,2.0,89.0,40.0,92.0,44
3137,21425753,121718072,0,Overland,39.67705948985733,-104.98970473392328,Entire home/apt,6,2.0,3,3.0,240.0,138.0,,0
3142,21440698,155495147,0,Five Points,39.751125246581786,-104.98205216381932,Entire home/apt,6,2.5,2,6.0,176.0,98.0,88.0,28
3144,21447130,35702691,1,Washington Park,39.70954612608914,-104.97335671980684,Entire home/apt,4,1.0,1,1.0,110.0,75.0,95.0,26
3146,21454930,24326234,1,Capitol Hill,39.73638921904122,-104.98182299106509,Entire home/apt,3,1.0,1,1.0,71.0,35.0,95.0,99
3147,21459839,155804487,1,West Colfax,39.73811131346085,-105.04199631946871,Entire home/apt,16,4.5,5,9.0,279.0,195.0,98.0,69
3154,21478468,35661802,0,Berkeley,39.77746845016061,-105.04886303637552,Entire home/apt,3,1.0,2,1.0,95.0,0.0,,0
3156,21486523,49025924,1,Cole,39.767202359324266,-104.97202482953331,Entire home/apt,3,1.0,1,2.0,84.0,65.0,100.0,51
3160,21496954,110426622,0,CBD,39.74686903534187,-104.99648571345942,Entire home/apt,3,1.0,1,2.0,85.0,125.0,,1
3163,21506048,76048536,0,Country Club,39.725081518976346,-104.96641482828156,Entire home/apt,4,1.5,1,1.0,225.0,75.0,100.0,2
3164,21513658,52088228,0,Auraria,39.75202671454721,-105.00637202231589,Entire home/apt,4,1.0,1,1.0,90.0,50.0,100.0,1
3165,21514625,1799191,1,Five Points,39.76275476306156,-104.97536758474028,Entire home/apt,2,1.0,1,1.0,87.0,150.0,,0
3167,21516952,30236434,1,Platt Park,39.6822844301153,-104.9790937625878,Private room,2,1.5,1,1.0,65.0,35.0,99.0,41
3176,21563562,4962900,0,Five Points,39.756759421227386,-104.99108300468373,Entire home/apt,6,2.0,2,3.0,229.0,109.0,,0
3177,21563563,4962900,0,Five Points,39.754725696310366,-104.9898134400886,Entire home/apt,6,2.0,2,3.0,229.0,109.0,85.0,8
3179,21566065,149463589,1,Jefferson Park,39.751601559065826,-105.02282214977137,Entire home/apt,3,1.0,1,1.0,89.0,40.0,98.0,24
3193,21607245,654369,0,Lincoln Park,39.72893043848496,-105.002599464403,Entire home/apt,6,2.0,2,3.0,150.0,0.0,,0
3194,21608195,157176009,0,Capitol Hill,39.73058563607061,-104.9817243594307,Entire home/apt,4,1.0,1,2.0,99.0,65.0,80.0,20
3195,21608401,157176765,0,Capitol Hill,39.73059617621746,-104.98028827449045,Entire home/apt,4,1.0,1,2.0,99.0,75.0,88.0,25
3198,21612354,90692855,1,CBD,39.750994689182996,-104.99286905986591,Entire home/apt,2,1.0,1,2.0,90.0,69.0,96.0,46
3199,21619751,24157036,0,North Capitol Hill,39.74636571716749,-104.982237135079,Entire home/apt,5,2.0,3,3.0,289.0,0.0,,0
3208,21645725,90692855,1,CBD,39.74758878616725,-104.9915166100628,Entire home/apt,3,1.0,1,1.0,115.0,65.0,97.0,49
3209,21662483,36388414,1,Westwood,39.70935320580913,-105.039811132863,Entire home/apt,3,1.0,1,2.0,110.0,35.0,99.0,61
3211,21665510,24157036,0,Union Station,39.75026727907552,-105.00265281511128,Entire home/apt,3,1.0,1,1.0,172.0,250.0,,0
3217,21683846,34834484,0,Baker,39.71853540036128,-104.98972950703299,Entire home/apt,6,3.0,2,2.0,200.0,59.0,100.0,2
3218,21683872,114353388,0,Five Points,39.75631493998101,-104.99082220985636,Entire home/apt,6,1.0,2,3.0,231.0,110.0,,0
3219,21683873,114353388,0,Five Points,39.755502781577746,-104.9896008326936,Entire home/apt,6,1.0,2,3.0,231.0,110.0,100.0,1
3220,21683874,114353388,0,Five Points,39.75666934983743,-104.99095443217124,Entire home/apt,6,1.0,2,3.0,231.0,110.0,,0
3221,21683879,114353388,0,Five Points,39.7568926890315,-104.98924693543806,Entire home/apt,6,1.0,2,3.0,231.0,110.0,,0
3225,21696676,114353388,0,Five Points,39.7552283013344,-104.99086707882108,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
3227,21699079,114353388,0,Five Points,39.756099921576265,-104.99128249380469,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
3228,21699080,114353388,0,Five Points,39.75520569454246,-104.99052489752529,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
3229,21699081,114353388,0,Five Points,39.75459869559659,-104.98912547901143,Entire home/apt,6,2.0,2,3.0,230.0,110.0,100.0,1
3230,21699082,114353388,0,Five Points,39.75501972924509,-104.9908084812,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
3231,21699083,114353388,0,Five Points,39.75618774268971,-104.99128269223692,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
