STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,Completeness Flag,DLY-SNOW-25PCTL,Completeness Flag,DLY-PRCP-50PCTL,Completeness Flag,DLY-SNOW-50PCTL,Completeness Flag,DLY-PRCP-75PCTL,Completeness Flag,DLY-SNOW-75PCTL,Completeness Flag,MTD-PRCP-NORMAL,Completeness Flag,MTD-SNOW-NORMAL,Completeness Flag,YTD-PRCP-NORMAL,Completeness Flag,YTD-SNOW-NORMAL,Completeness Flag,DLY-PRCP-PCTALL-GE001HI,Completeness Flag,DLY-PRCP-PCTALL-GE010HI,Completeness Flag,DLY-PRCP-PCTALL-GE050HI,Completeness Flag,DLY-PRCP-PCTALL-GE100HI,Completeness Flag,DLY-SNOW-PCTALL-GE001TI,Completeness Flag,DLY-SNOW-PCTALL-GE010TI,Completeness Flag,DLY-SNOW-PCTALL-GE100TI,Completeness Flag,DLY-SNOW-PCTALL-GE030TI,Completeness Flag,DLY-SNOW-PCTALL-GE050TI,Completeness Flag
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101208,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.2,C,0.38,S,6.4,C,19.33,S,157.0,C,349,C,158,C,9,C,1,C,352,C,271,C,1,C,102,C,43,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101209,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.2,C,0.43,S,7.3,C,19.38,S,157.8,C,349,C,158,C,9,C,1,C,353,C,270,C,1,C,101,C,43,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101210,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.1,C,0.48,S,8.1,C,19.43,S,158.7,C,350,C,158,C,9,C,1,C,353,C,269,C,1,C,101,C,42,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101211,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.1,C,0.53,S,8.9,C,19.48,S,159.5,C,351,C,159,C,9,C,1,C,354,C,268,C,1,C,100,C,42,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101212,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.1,C,0.58,S,9.7,C,19.53,S,160.3,C,351,C,159,C,10,C,1,C,354,C,267,C,1,C,99,C,41,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101213,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.1,C,0.63,S,10.5,C,19.58,S,161.1,C,352,C,159,C,10,C,1,C,354,C,266,C,1,C,98,C,41,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101214,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.1,C,0.68,S,11.3,C,19.63,S,161.9,C,352,C,159,C,10,C,1,C,355,C,266,C,1,C,98,C,40,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101215,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.1,C,0.73,S,12.1,C,19.68,S,162.6,C,352,C,159,C,10,C,1,C,355,C,265,C,1,C,97,C,40,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101216,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,0.78,S,12.8,C,19.73,S,163.4,C,352,C,159,C,11,C,1,C,354,C,265,C,1,C,96,C,39,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101217,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,0.82,S,13.6,C,19.77,S,164.2,C,352,C,159,C,11,C,1,C,354,C,264,C,1,C,95,C,39,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101218,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,0.87,S,14.4,C,19.82,S,165.0,C,352,C,159,C,11,C,1,C,354,C,264,C,1,C,94,C,38,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101219,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,0.92,S,15.2,C,19.87,S,165.8,C,352,C,159,C,12,C,1,C,354,C,264,C,1,C,94,C,38,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101220,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,0.97,S,16.0,C,19.92,S,166.6,C,352,C,159,C,12,C,1,C,354,C,263,C,1,C,93,C,37,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101221,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,1.02,S,16.8,C,19.97,S,167.4,C,352,C,158,C,12,C,1,C,353,C,262,C,1,C,93,C,37,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101222,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,1.06,S,17.6,C,20.01,S,168.2,C,351,C,157,C,12,C,1,C,353,C,262,C,1,C,92,C,37,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101223,0.03,C,0.9,C,0.08,C,1.5,C,0.19,C,3.0,C,1.11,S,18.4,C,20.06,S,169.0,C,351,C,156,C,12,C,1,C,352,C,261,C,1,C,92,C,36,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101224,0.03,C,0.9,C,0.07,C,1.5,C,0.19,C,3.0,C,1.16,S,19.2,C,20.11,S,169.8,C,350,C,155,C,13,C,1,C,351,C,261,C,1,C,91,C,36,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101225,0.03,C,0.9,C,0.07,C,1.5,C,0.19,C,3.0,C,1.21,S,20.0,C,20.16,S,170.6,C,349,C,155,C,13,C,1,C,350,C,260,C,1,C,91,C,35,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101226,0.03,C,0.9,C,0.07,C,1.5,C,0.18,C,3.0,C,1.25,S,20.7,C,20.20,S,171.3,C,349,C,154,C,12,C,1,C,350,C,260,C,1,C,91,C,34,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101227,0.03,C,0.9,C,0.07,C,1.5,C,0.18,C,3.0,C,1.30,S,21.5,C,20.25,S,172.1,C,349,C,153,C,12,C,1,C,350,C,260,C,1,C,90,C,34,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101228,0.03,C,0.9,C,0.07,C,1.5,C,0.18,C,3.0,C,1.34,S,22.3,C,20.29,S,172.8,C,349,C,153,C,12,C,1,C,349,C,260,C,1,C,90,C,33,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101229,0.03,C,0.9,C,0.07,C,1.5,C,0.18,C,3.0,C,1.39,S,23.0,C,20.34,S,173.6,C,349,C,153,C,12,C,1,C,350,C,260,C,1,C,90,C,33,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101230,0.03,C,0.9,C,0.07,C,1.5,C,0.18,C,3.0,C,1.44,S,23.8,C,20.39,S,174.3,C,350,C,152,C,12,C,1,C,350,C,261,C,1,C,90,C,33,C
GHCND:USC00050909,BRECKENRIDGE CO US,2920,39.4861,-106.043,20101231,0.03,C,0.9,C,0.07,C,1.5,C,0.18,C,3.0,C,1.48,S,24.5,C,20.43,S,175.1,C,350,C,152,C,12,C,1,C,350,C,262,C,1,C,91,C,32,C
