STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-CLDD-BASE45,DLY-CLDD-BASE50,DLY-CLDD-BASE55,DLY-CLDD-BASE57,DLY-CLDD-BASE60,DLY-CLDD-NORMAL,DLY-CLDD-BASE70,DLY-CLDD-BASE72,DLY-HTDD-BASE40,DLY-HTDD-BASE45,DLY-HTDD-BASE50,DLY-HTDD-BASE55,DLY-HTDD-BASE57,DLY-HTDD-BASE60,DLY-HTDD-NORMAL,DLY-PRCP-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100807,14,9,4,3,1,-7777,0,0,0,0,-7777,-7777,1,2,6,0.05,-9999,0.11,-9999,0.24,-9999,0.48,0.0,14.14,123.8,377,213,25,2,0,0,0,0,0,58.8,33.0,75.3,42.3,3.6,6.9,5.4,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100808,14,9,4,2,1,-7777,0,0,0,0,-7777,-7777,1,2,6,0.05,-9999,0.11,-9999,0.23,-9999,0.55,0.0,14.21,123.8,376,212,25,2,0,0,0,0,0,58.7,32.9,75.1,42.2,3.6,6.9,5.4,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100809,14,9,4,2,1,-7777,0,0,0,0,-7777,-7777,1,2,7,0.05,-9999,0.11,-9999,0.23,-9999,0.62,0.0,14.28,123.8,376,210,25,2,0,0,0,0,0,58.5,32.9,75.0,42.1,3.7,6.9,5.4,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100810,13,8,4,2,1,-7777,0,0,0,0,-7777,-7777,1,2,7,0.05,-9999,0.11,-9999,0.23,-9999,0.69,0.0,14.35,123.8,376,209,24,2,0,0,0,0,0,58.4,32.9,74.8,42.0,3.7,6.9,5.4,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100811,13,8,4,2,1,-7777,0,0,0,0,-7777,-7777,1,2,7,0.04,-9999,0.11,-9999,0.23,-9999,0.75,0.0,14.41,123.8,376,207,24,2,0,0,0,0,0,58.2,32.8,74.7,41.8,3.7,6.9,5.4,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100812,13,8,4,2,1,-7777,0,0,0,0,-7777,-7777,1,3,7,0.04,-9999,0.11,-9999,0.23,-9999,0.82,0.0,14.48,123.8,376,206,24,2,0,0,0,0,0,58.1,32.8,74.5,41.7,3.7,6.9,5.5,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100813,13,8,3,2,1,-7777,0,0,0,0,-7777,-7777,1,3,7,0.04,-9999,0.10,-9999,0.23,-9999,0.89,0.0,14.55,123.8,376,204,24,2,0,0,0,0,0,57.9,32.8,74.3,41.5,3.7,6.9,5.5,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100814,13,8,3,2,1,-7777,0,0,0,0,-7777,-7777,1,3,7,0.04,-9999,0.10,-9999,0.23,-9999,0.95,0.0,14.61,123.8,375,203,24,3,0,0,0,0,0,57.8,32.7,74.1,41.4,3.7,6.9,5.5,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100815,13,8,3,2,1,-7777,0,0,0,0,-7777,1,1,3,7,0.04,-66.6,0.10,-66.6,0.23,-66.6,1.01,0.0,14.67,123.8,375,202,24,3,-9999,-9999,0,0,0,57.6,32.7,73.9,41.2,3.7,6.9,5.5,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100816,12,7,3,2,1,-7777,0,0,-7777,0,-7777,1,1,3,8,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.08,0.0,14.74,123.8,375,201,24,3,-9999,-9999,0,0,0,57.4,32.7,73.8,41.1,3.7,6.9,5.5,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100817,12,7,3,2,1,-7777,0,0,-7777,0,-7777,1,1,3,8,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.14,0.0,14.80,123.8,376,201,24,3,-9999,-9999,0,0,0,57.2,32.7,73.6,40.9,3.7,6.9,5.5,4.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100818,12,7,3,2,-7777,-7777,0,0,-7777,-7777,-7777,1,1,3,8,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.19,0.0,14.85,123.8,376,201,24,3,-9999,-9999,0,0,0,57.0,32.7,73.4,40.7,3.8,6.9,5.6,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100819,12,7,3,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,4,8,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.25,0.0,14.91,123.8,376,201,24,3,-9999,-9999,0,0,0,56.8,32.7,73.2,40.5,3.8,6.9,5.6,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100820,12,7,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,4,8,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.31,0.0,14.97,123.8,377,201,24,3,-9999,-9999,0,-9999,0,56.6,32.7,73.0,40.3,3.8,6.9,5.6,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100821,11,7,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,4,9,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.36,0.0,15.02,123.8,377,200,24,3,-9999,-9999,0,-9999,0,56.4,32.7,72.8,40.1,3.8,6.9,5.7,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100822,11,6,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,4,9,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.41,0.0,15.07,123.8,377,200,24,3,-9999,-9999,0,-9999,0,56.2,32.6,72.6,39.9,3.9,6.9,5.7,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100823,11,6,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,4,9,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.46,0.0,15.12,123.8,376,199,24,3,-9999,-9999,0,-9999,0,56.0,32.6,72.4,39.7,3.9,6.9,5.7,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100824,11,6,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,4,9,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.52,0.0,15.18,123.8,376,199,24,3,-9999,-9999,0,-9999,0,55.8,32.6,72.1,39.5,3.9,7.0,5.8,4.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100825,11,6,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,5,9,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.58,0.0,15.24,123.8,375,199,25,4,-9999,-9999,0,-9999,0,55.6,32.6,71.9,39.3,4.0,7.0,5.8,4.7
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100826,10,6,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,2,5,10,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.63,0.0,15.29,123.8,375,199,25,4,-9999,-9999,0,-9999,0,55.4,32.6,71.7,39.1,4.0,7.0,5.9,4.7
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100827,10,5,2,1,-7777,-7777,0,0,-7777,-7777,-7777,1,3,5,10,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.69,0.0,15.35,123.8,374,199,25,4,-9999,-9999,0,-9999,0,55.1,32.6,71.5,38.8,4.0,7.0,5.9,4.7
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100828,10,5,1,1,-7777,-7777,0,0,-7777,-7777,-7777,2,3,5,10,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.75,0.0,15.41,123.8,373,198,25,4,-9999,-9999,0,-9999,0,54.9,32.6,71.2,38.6,4.1,7.1,6.0,4.7
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100829,10,5,1,1,-7777,-7777,0,0,-7777,-7777,-7777,2,3,5,10,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.81,0.0,15.47,123.8,371,198,26,4,-9999,-9999,0,-9999,0,54.7,32.6,71.0,38.4,4.1,7.1,6.0,4.8
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100830,9,5,1,1,-7777,-7777,0,0,-7777,-7777,-7777,2,3,6,11,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.88,0.0,15.54,123.8,370,197,26,4,-9999,-9999,0,-9999,0,54.4,32.6,70.7,38.1,4.2,7.1,6.1,4.8
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100831,9,5,1,1,-7777,-7777,0,0,-7777,-7777,-7777,2,3,6,11,0.04,-66.6,0.10,-66.6,0.22,-66.6,1.95,0.1,15.61,123.9,369,197,27,5,-9999,-9999,0,-9999,0,54.2,32.6,70.5,37.9,4.2,7.2,6.1,4.8
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100901,9,4,1,-7777,-7777,-7777,0,0,-7777,-7777,-7777,2,4,6,11,0.04,-66.6,0.10,-66.6,0.22,-66.6,0.07,0.0,15.68,123.9,368,197,27,5,6,5,0,2,0,53.9,32.6,70.2,37.6,4.2,7.2,6.2,4.9
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100902,9,4,1,-7777,-7777,-7777,0,0,-7777,-7777,1,2,4,6,11,0.04,-66.6,0.11,-66.6,0.22,-66.6,0.14,0.0,15.75,123.9,366,197,28,5,6,6,0,2,0,53.7,32.6,70.0,37.4,4.3,7.2,6.2,4.9
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100903,9,4,1,-7777,-7777,-7777,0,0,-7777,-7777,1,3,4,7,12,0.04,-66.6,0.11,-66.6,0.23,-66.6,0.22,0.0,15.83,123.9,364,198,28,5,7,7,0,2,0,53.4,32.6,69.7,37.1,4.3,7.3,6.3,4.9
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100904,8,4,1,-7777,-7777,-7777,0,0,-7777,-7777,1,3,4,7,12,0.04,-66.6,0.11,-66.6,0.23,-66.6,0.29,0.0,15.90,123.9,363,198,28,5,8,7,0,2,0,53.2,32.5,69.4,36.9,4.4,7.4,6.4,5.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100905,8,4,1,-7777,-7777,0,0,0,-7777,-7777,1,3,4,7,12,0.04,-66.6,0.11,-66.6,0.23,-66.6,0.36,0.0,15.97,123.9,361,199,29,6,9,8,0,2,0,52.9,32.5,69.2,36.6,4.4,7.4,6.5,5.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100906,8,3,1,-7777,-7777,0,0,0,-7777,-7777,1,3,5,7,12,0.04,-66.6,0.11,-66.6,0.23,-66.6,0.43,0.0,16.04,123.9,360,200,29,6,9,9,0,2,0,52.6,32.5,68.9,36.4,4.5,7.5,6.5,5.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100907,7,3,1,-7777,-7777,0,0,0,-7777,-7777,1,3,5,8,13,0.04,-66.6,0.11,-66.6,0.24,-66.6,0.51,0.1,16.12,123.9,358,201,30,6,10,10,0,3,0,52.3,32.5,68.6,36.1,4.6,7.5,6.6,5.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100908,7,3,1,-7777,-7777,0,0,0,-7777,-7777,1,4,5,8,13,0.04,-66.6,0.11,-66.6,0.24,-66.6,0.58,0.1,16.19,123.9,357,202,30,6,12,11,0,3,0,52.1,32.5,68.3,35.8,4.6,7.6,6.7,5.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100909,7,3,1,-7777,-7777,0,0,0,-7777,-7777,1,4,5,8,13,0.04,-66.6,0.12,-66.6,0.24,-66.6,0.65,0.1,16.26,123.9,355,202,31,6,13,12,0,3,0,51.8,32.4,68.0,35.6,4.7,7.6,6.8,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100910,7,3,1,-7777,-7777,0,0,0,-7777,-7777,1,4,6,9,14,0.04,-66.6,0.12,-66.6,0.25,-66.6,0.73,0.1,16.34,124.0,352,202,31,6,14,12,0,3,0,51.5,32.4,67.7,35.3,4.7,7.7,6.9,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100911,6,3,-7777,-7777,-7777,0,0,0,-7777,-7777,1,4,6,9,14,0.04,-66.6,0.12,-66.6,0.25,-66.6,0.80,0.1,16.41,124.0,350,202,31,6,15,13,0,3,0,51.2,32.4,67.4,35.0,4.8,7.7,7.0,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100912,6,2,-7777,-7777,-7777,0,0,0,-7777,-7777,2,5,6,9,14,0.04,-66.6,0.12,-66.6,0.25,-66.6,0.87,0.1,16.48,124.0,346,202,32,6,16,14,0,4,0,50.9,32.4,67.1,34.7,4.9,7.8,7.1,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100913,6,2,-7777,-7777,-7777,0,0,0,-7777,-7777,2,5,7,9,14,0.04,-66.6,0.12,-66.6,0.25,-66.6,0.94,0.2,16.55,124.0,343,201,32,6,17,15,0,4,0,50.6,32.3,66.8,34.4,4.9,7.9,7.3,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100914,6,2,-7777,-7777,-7777,0,0,0,-7777,-7777,2,5,7,10,15,0.04,-66.6,0.12,-66.6,0.26,-66.6,1.01,0.2,16.62,124.0,339,200,32,6,18,17,0,4,0,50.3,32.3,66.5,34.2,5.0,7.9,7.4,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100915,6,2,-7777,-7777,-7777,0,0,0,-7777,1,2,5,7,10,15,0.04,-66.6,0.12,-66.6,0.26,-66.6,1.08,0.2,16.69,124.1,334,198,32,6,20,18,0,5,0,50.0,32.2,66.1,33.9,5.0,8.0,7.5,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100916,5,2,-7777,-7777,-7777,0,0,0,-7777,1,2,6,7,10,15,0.04,-66.6,0.12,-66.6,0.26,-66.6,1.15,0.2,16.76,124.1,330,196,32,6,21,19,0,5,0,49.7,32.2,65.8,33.6,5.1,8.1,7.6,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100917,5,2,-7777,-7777,-7777,0,0,0,-7777,1,2,6,8,11,16,0.04,-66.6,0.12,-66.6,0.26,-66.6,1.22,0.3,16.83,124.1,325,195,32,6,23,21,0,6,0,49.4,32.2,65.5,33.3,5.2,8.1,7.7,5.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100918,5,2,-7777,-7777,-7777,0,0,0,-7777,1,2,6,8,11,16,0.04,-66.6,0.13,-66.6,0.27,-66.6,1.30,0.3,16.91,124.1,320,193,32,6,24,22,0,6,0,49.1,32.1,65.1,33.0,5.2,8.2,7.8,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100919,5,1,-7777,-7777,-7777,0,0,0,-7777,1,3,6,8,11,16,0.04,-66.6,0.13,-66.6,0.27,-66.6,1.37,0.3,16.98,124.2,315,191,32,6,26,23,0,6,0,48.8,32.0,64.8,32.7,5.3,8.3,7.9,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100920,4,1,-7777,-7777,-7777,0,0,0,-7777,1,3,7,9,12,17,0.04,-66.6,0.13,-66.6,0.27,-66.6,1.44,0.4,17.05,124.2,310,189,32,6,28,25,0,7,0,48.4,32.0,64.4,32.5,5.3,8.3,8.0,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100921,4,1,-7777,-7777,-7777,0,0,0,-7777,1,3,7,9,12,17,0.04,-66.6,0.13,-66.6,0.28,-66.6,1.52,0.4,17.13,124.3,305,187,32,6,30,26,0,7,0,48.1,31.9,64.1,32.2,5.4,8.4,8.1,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100922,4,1,-7777,-7777,-7777,0,0,0,-7777,1,3,7,9,12,17,0.04,-66.6,0.13,-66.6,0.28,-66.6,1.60,0.4,17.21,124.3,300,185,32,6,31,28,0,8,0,47.8,31.9,63.7,31.9,5.4,8.5,8.2,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100923,4,1,-7777,-7777,-7777,0,0,0,-7777,1,4,8,10,13,18,0.04,-66.6,0.13,-66.6,0.28,-66.6,1.67,0.5,17.28,124.3,295,183,32,5,33,29,0,8,0,47.5,31.8,63.4,31.6,5.4,8.6,8.3,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100924,4,1,-7777,-7777,-7777,0,0,0,-7777,1,4,8,10,13,18,0.05,-66.6,0.14,-66.6,0.29,-66.6,1.74,0.5,17.35,124.4,289,181,32,5,35,31,0,9,0,47.2,31.7,63.0,31.3,5.5,8.7,8.4,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100925,3,1,-7777,-7777,0,0,0,0,-7777,2,4,8,10,13,18,0.05,-66.6,0.14,-66.6,0.29,-66.6,1.81,0.6,17.42,124.4,284,179,33,5,37,33,0,10,0,46.8,31.6,62.7,31.0,5.5,8.7,8.5,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100926,3,1,-7777,-7777,0,0,0,0,1,2,4,9,10,13,18,0.05,-66.6,0.14,-66.6,0.29,-66.6,1.88,0.6,17.49,124.5,280,177,33,5,39,34,0,11,-9999,46.5,31.6,62.3,30.7,5.5,8.8,8.5,5.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100927,3,1,-7777,-7777,0,0,0,0,1,2,4,9,11,14,19,0.05,-66.6,0.14,-66.6,0.30,-66.6,1.94,0.7,17.55,124.6,275,175,33,5,41,36,0,12,-9999,46.2,31.5,61.9,30.5,5.6,8.9,8.6,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100928,3,1,-7777,-7777,0,0,0,0,1,2,5,9,11,14,19,0.05,-66.6,0.15,-66.6,0.30,-66.6,2.00,0.8,17.61,124.6,271,174,33,5,44,38,0,13,-9999,45.9,31.4,61.5,30.2,5.6,8.9,8.7,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100929,3,1,-7777,-7777,0,0,0,0,1,2,5,9,11,14,19,0.05,-66.6,0.15,-66.6,0.30,-66.6,2.06,0.8,17.67,124.7,267,172,33,5,46,40,0,14,-9999,45.5,31.3,61.2,29.9,5.6,9.0,8.8,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20100930,2,-7777,-7777,-7777,0,0,0,0,1,2,5,10,12,15,20,0.05,-66.6,0.15,-66.6,0.31,-66.6,2.12,0.9,17.73,124.8,263,171,33,5,48,42,0,15,-9999,45.2,31.2,60.8,29.6,5.7,9.1,8.8,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101001,2,-7777,-7777,-7777,0,0,0,0,1,2,6,10,12,15,20,0.05,-66.6,0.15,-66.6,0.31,-66.6,0.06,0.1,17.79,124.8,259,170,33,5,51,44,0,16,2,44.9,31.1,60.4,29.3,5.7,9.1,8.9,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101002,2,-7777,-7777,-7777,0,0,0,0,1,2,6,10,12,15,20,0.05,-66.6,0.15,-66.6,0.31,-66.6,0.11,0.1,17.84,124.9,256,168,33,4,53,46,0,17,2,44.5,31.0,60.0,29.1,5.8,9.2,9.0,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101003,2,-7777,-7777,-7777,0,0,0,0,1,3,6,11,13,16,21,0.05,-66.6,0.16,-66.6,0.32,-66.6,0.16,0.2,17.89,125.0,253,167,33,4,56,49,0,19,2,44.2,30.8,59.6,28.8,5.8,9.2,9.0,5.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101004,2,-7777,-7777,-7777,0,0,0,0,1,3,6,11,13,16,21,0.05,-66.6,0.16,-66.6,0.32,-66.6,0.21,0.3,17.94,125.1,250,165,33,4,59,51,1,20,3,43.9,30.7,59.2,28.5,5.8,9.2,9.1,5.4
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101005,1,-7777,-7777,-7777,0,0,0,0,1,3,7,11,13,16,21,0.05,-66.6,0.16,-66.6,0.32,-66.6,0.26,0.4,17.99,125.2,246,164,33,4,62,54,1,22,3,43.5,30.6,58.8,28.2,5.9,9.3,9.1,5.4
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101006,1,-7777,-7777,-7777,0,0,0,0,1,3,7,12,14,17,22,0.05,-66.6,0.16,-66.6,0.32,-66.6,0.31,0.5,18.04,125.3,243,162,33,4,65,57,1,23,4,43.2,30.5,58.4,27.9,5.9,9.3,9.1,5.4
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101007,1,-7777,-7777,-7777,0,0,0,0,1,3,7,12,14,17,22,0.06,-66.6,0.16,-66.6,0.32,-66.6,0.36,0.6,18.09,125.4,240,161,33,4,69,60,1,24,4,42.8,30.3,58.0,27.7,5.9,9.3,9.2,5.4
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101008,1,-7777,-7777,0,0,0,0,0,1,4,8,13,15,18,23,0.06,-66.6,0.16,-66.6,0.32,-66.6,0.41,0.7,18.14,125.5,237,159,33,4,72,62,1,26,5,42.5,30.2,57.6,27.4,5.9,9.3,9.2,5.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101009,1,-7777,-7777,0,0,0,0,0,1,4,8,13,15,18,23,0.06,-66.6,0.16,-66.6,0.32,-66.6,0.46,0.9,18.19,125.6,235,158,33,4,75,66,1,28,5,42.1,30.0,57.1,27.1,6.0,9.3,9.3,5.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101010,1,-7777,-7777,0,0,0,0,0,2,4,8,13,15,18,23,0.06,-66.6,0.16,-66.6,0.33,-66.6,0.51,1.0,18.24,125.8,233,157,33,4,79,69,1,29,6,41.8,29.9,56.7,26.9,6.0,9.3,9.3,5.5
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101011,1,-7777,-7777,0,0,0,0,0,2,4,9,14,16,19,24,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.56,1.2,18.29,125.9,231,157,33,4,83,72,2,31,7,41.4,29.7,56.3,26.6,6.1,9.3,9.3,5.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101012,1,-7777,-7777,0,0,0,0,0,2,5,9,14,16,19,24,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.62,1.3,18.35,126.1,230,157,33,4,87,76,2,33,7,41.1,29.5,55.8,26.3,6.1,9.3,9.4,5.6
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101013,1,-7777,-7777,0,0,0,0,0,2,5,9,14,16,19,24,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.68,1.5,18.41,126.2,230,157,33,4,92,80,2,35,8,40.7,29.4,55.4,26.0,6.2,9.3,9.4,5.7
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101014,1,-7777,-7777,0,0,0,0,0,2,5,10,15,17,20,25,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.73,1.6,18.46,126.4,231,157,34,4,97,84,2,37,10,40.3,29.2,54.9,25.7,6.2,9.3,9.4,5.8
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101015,-7777,-7777,-7777,0,0,0,0,0,2,6,10,15,17,20,25,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.79,1.8,18.52,126.6,231,158,34,4,102,88,3,39,11,40.0,29.0,54.5,25.5,6.3,9.3,9.5,5.8
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101016,-7777,-7777,0,0,0,0,0,0,3,6,10,15,17,20,25,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.84,2.0,18.57,126.7,232,159,34,4,108,93,3,41,12,39.6,28.8,54.0,25.2,6.3,9.3,9.5,5.9
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101017,-7777,-7777,0,0,0,0,0,0,3,6,11,16,18,21,26,0.06,-66.6,0.17,-66.6,0.33,-66.6,0.90,2.1,18.63,126.9,233,160,34,4,113,98,3,44,13,39.2,28.6,53.5,24.9,6.4,9.3,9.5,6.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101018,-7777,-7777,0,0,0,0,0,0,3,7,11,16,18,21,26,0.06,1.0,0.17,2.0,0.33,4.0,0.96,2.4,18.69,127.1,234,161,34,4,119,103,3,46,15,38.8,28.4,53.0,24.6,6.4,9.2,9.5,6.0
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101019,-7777,-7777,0,0,0,0,0,0,3,7,12,17,19,22,27,0.07,1.0,0.17,2.0,0.33,4.0,1.02,2.7,18.75,127.4,236,162,34,4,125,108,4,49,17,38.4,28.2,52.5,24.3,6.5,9.2,9.6,6.1
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101020,-7777,-7777,0,0,0,0,0,0,3,7,12,17,19,22,27,0.07,1.0,0.17,2.0,0.33,4.0,1.08,2.9,18.81,127.7,238,164,34,4,131,114,4,52,18,38.0,28.0,52.0,24.0,6.6,9.2,9.6,6.2
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101021,-7777,-7777,0,0,0,0,0,0,4,8,12,17,19,22,27,0.07,1.0,0.17,2.0,0.33,4.0,1.14,3.2,18.87,128.0,241,166,34,4,138,120,4,55,20,37.6,27.8,51.5,23.7,6.6,9.1,9.6,6.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101022,-7777,-7777,0,0,0,0,0,0,4,8,13,18,20,23,28,0.07,1.0,0.17,2.0,0.33,4.0,1.20,3.5,18.93,128.3,244,168,34,4,144,126,4,58,21,37.2,27.6,51.0,23.4,6.7,9.1,9.6,6.3
GHCND:USC00058575,VAIL CO US,2531.1,39.6394,-106.3538,20101023,-7777,-7777,0,0,0,0,0,0,4,8,13,18,20,23,28,0.07,1.0,0.17,2.0,0.33,4.0,1.26,3.8,18.99,128.6,246,169,34,4,151,131,5,60,23,36.8,27.3,50.5,23.1,6.8,9.1,9.7,6.4
